min,mean,max,t+1
1487.1,1864.9556099999663,3887.0,4095.24
1487.1,1864.6329099999664,3887.0,4095.25
1487.1,1864.3658599999667,3887.0,4095.26
1487.1,1864.1658999999665,3887.0,3977
1487.1,1863.9810299999665,3887.0,3820
1487.1,1863.8530999999666,3887.0,3504.1
1487.1,1863.8200799999665,3887.0,3248
1487.1,1863.8497999999665,3887.0,2981
1487.1,1863.9148099999666,3887.0,2753
1487.1,1863.9614899999665,3887.0,2510
1487.1,1864.0505699999665,3887.0,2312
1487.1,1864.1336299999666,3887.0,2135
1487.1,1864.1766399999667,3887.0,1991.18
1487.1,1864.1797399999666,3887.0,1910.21
1487.1,1864.1226099999667,3887.0,1847.37
1487.1,1864.0044299999668,3887.0,1782.27
1487.1,1863.875279999967,3887.0,1763.26
1487.1,1863.646229999967,3887.0,1775.28
1487.1,1863.3752999999672,3887.0,1774.19
1487.1,1863.0852699999675,3887.0,1776.77
1487.1,1862.7852899999673,3887.0,1790.29
1487.1,1862.4661499999672,3887.0,1787.32
1487.1,1862.182699999967,3887.0,1753.9
1487.1,1861.9656999999672,3887.0,1743.15
1487.1,1861.760779999967,3887.0,1722.17
1487.1,1861.6661999999674,3887.0,1668.1
1487.1,1861.6170799999672,3887.0,1639.13
1487.1,1861.6191099999673,3887.0,1591.3
1487.1,1861.6641299999674,3887.0,1583.2
1487.1,1861.7660199999673,3887.0,1600.16
1487.1,1861.8499299999671,3887.0,1592.3
1487.1,1861.934259999967,3887.0,1596.4
1487.1,1862.0272699999668,3887.0,1622.10
1487.1,1862.105279999967,3887.0,1658.6
1487.1,1862.0943399999671,3887.0,1673.2
1487.1,1861.9983199999672,3887.0,1725.10
1487.1,1861.8919199999673,3887.0,1776.78
1487.1,1861.6949099999676,3887.0,1821.18
1487.1,1861.4618099999677,3887.0,1840.67
1487.1,1861.201209999968,3887.0,1855.20
1487.1,1860.9475399999676,3887.0,1872.63
1487.1,1860.6493399999677,3887.0,1863.25
1487.1,1860.4098499999677,3887.0,1855.21
1487.1,1860.2279899999678,3887.0,1857.23
1487.1,1860.117079999968,3887.0,1803.29
1487.1,1860.0510899999679,3887.0,1763.27
1487.1,1860.045539999968,3887.0,1716.4
1487.1,1860.111559999968,3887.0,1691.15
1487.1,1860.184049999968,3887.0,1670.6
1487.1,1860.264499999968,3887.0,1640.1
1487.1,1860.3884499999679,3887.0,1635.12
1487.1,1860.470549999968,3887.0,1642.2
1487.1,1860.552109999968,3887.0,1639.14
1487.1,1860.598199999968,3887.0,1658.7
1487.1,1860.601209999968,3887.0,1670.7
1487.1,1860.496259999968,3887.0,1693.5
1487.1,1860.3316199999683,3887.0,1750.21
1487.1,1860.1035799999681,3887.0,1789.35
1487.1,1859.8539999999682,3887.0,1785.16
1487.1,1859.5350099999682,3887.0,1809.31
1487.1,1859.248609999968,3887.0,1842.19
1487.1,1858.969809999968,3887.0,1823.28
1487.1,1858.6767099999681,3887.0,1811.26
1487.1,1858.497919999968,3887.0,1783.37
1487.1,1858.3211199999682,3887.0,1770.31
1487.1,1858.2258199999683,3887.0,1746.19
1487.1,1858.176929999968,3887.0,1693.6
1487.1,1858.218129999968,3887.0,1678.13
1487.1,1858.3340699999683,3887.0,1668.2
1487.1,1858.434039999968,3887.0,1669.15
1487.1,1858.522089999968,3887.0,1702.11
1487.1,1858.6013299999681,3887.0,1727.25
1487.1,1858.6220399999681,3887.0,1782.28
1487.1,1858.610079999968,3887.0,1794.34
1487.1,1858.5157699999681,3887.0,1858.30
1487.1,1858.4221999999684,3887.0,1859.27
1487.1,1858.2533099999682,3887.0,1872.64
1487.1,1858.049219999968,3887.0,1895.18
1487.1,1857.8462799999681,3887.0,1904.48
1487.1,1857.682539999968,3887.0,1895.19
1487.1,1857.485609999968,3887.0,1886.18
1487.1,1857.367599999968,3887.0,1855.22
1487.1,1857.319709999968,3887.0,1812.20
1487.1,1857.3130799999678,3887.0,1791.43
1487.1,1857.3620099999682,3887.0,1761.20
1487.1,1857.463669999968,3887.0,1728.14
1487.1,1857.649639999968,3887.0,1730.10
1487.1,1857.809749999968,3887.0,1695.15
1487.1,1857.9618199999682,3887.0,1718.14
1487.1,1858.0838299999682,3887.0,1711.9
1487.1,1858.1678799999681,3887.0,1744.61
1487.1,1858.1890499999683,3887.0,1758.30
1487.1,1858.1491699999685,3887.0,1805.17
1487.1,1858.0265899999683,3887.0,1830.17
1487.1,1857.8756899999685,3887.0,1870.19
1487.1,1857.6550899999686,3887.0,1888.17
1487.1,1857.4051099999688,3887.0,1925.15
1487.1,1857.1235299999687,3887.0,1917.27
1487.1,1856.8949699999687,3887.0,1920.28
1487.1,1856.7030799999686,3887.0,1906.17
1487.1,1856.5391399999687,3887.0,1878.19
1487.1,1856.4751399999686,3887.0,1845.24
1487.1,1856.4740799999686,3887.0,1826.17
1487.1,1856.5267699999688,3887.0,1773.19
1487.1,1856.5996199999688,3887.0,1740.8
1487.1,1856.715659999969,3887.0,1711.10
1487.1,1856.8886799999689,3887.0,1683.13
1487.1,1857.036019999969,3887.0,1671.15
1487.1,1857.147009999969,3887.0,1697.11
1487.1,1857.2419699999693,3887.0,1684.3
1487.1,1857.2598699999692,3887.0,1726.21
1487.1,1857.253799999969,3887.0,1729.15
1487.1,1857.158799999969,3887.0,1753.10
1487.1,1856.983659999969,3887.0,1799.28
1487.1,1856.7376599999689,3887.0,1847.38
1487.1,1856.422219999969,3887.0,1856.35
1487.1,1856.086219999969,3887.0,1894.18
1487.1,1855.7519199999692,3887.0,1907.18
1487.1,1855.4637999999693,3887.0,1909.15
1487.1,1855.1812399999692,3887.0,1902.26
1487.1,1854.9916699999692,3887.0,1899.27
1487.1,1854.8866599999692,3887.0,1840.68
1487.1,1854.8367799999692,3887.0,1803.30
1487.1,1854.926539999969,3887.0,1776.79
1487.1,1855.0674299999691,3887.0,1744.62
1487.1,1855.3163299999694,3887.0,1712.58
1487.1,1855.6105299999692,3887.0,1694.8
1487.1,1855.9085699999694,3887.0,1654.6
1487.1,1856.2433699999694,3887.0,1657.4
1487.1,1856.6123299999695,3887.0,1675.10
1487.1,1856.9283999999695,3887.0,1687.11
1487.1,1857.2221999999697,3887.0,1712.59
1487.1,1857.49639999997,3887.0,1776.80
1487.1,1857.7881599999698,3887.0,1787.33
1487.1,1858.07901999997,3887.0,1803.31
1487.1,1858.4008999999699,3887.0,1841.24
1487.1,1858.8097999999698,3887.0,1846.22
1487.1,1859.2846399999698,3887.0,1869.21
1487.1,1859.90723999997,3887.0,1856.36
1487.1,1860.67206999997,3887.0,1855.23
1487.1,1861.59985999997,3887.0,1851.28
1487.1,1862.7517499999701,3887.0,1808.93
1487.1,1864.1215299999703,3887.0,1787.34
1487.1,1865.8112199999703,3887.0,1733.22
1487.1,1867.7550799999703,3887.0,1707.9
1487.1,1869.9869699999701,4069.0,1677.11
1487.1,1872.25762999997,4095.16,1643.5
1487.1,1874.56051999997,4095.17,1633.10
1487.1,1876.89346999997,4095.18,1616.16
1487.1,1879.24415999997,4095.19,1641.6
1487.1,1881.5571599999698,4095.2,1646.8
1487.1,1883.83692999997,4095.2,1679.13
1487.1,1886.0218099999697,4095.2,1698.15
1487.1,1887.8855299999698,4095.2,1743.16
1487.1,1889.4953999999698,4095.2,1792.38
1487.1,1890.8185999999698,4095.2,1792.39
1487.1,1891.8974999999698,4095.2,1794.35
1487.1,1892.7583699999698,4095.2,1825.31
1487.1,1893.4662599999697,4095.2,1831.31
1487.1,1893.9969999999698,4095.2,1806.27
1487.1,1894.3977899999697,4095.2,1777.30
1487.1,1894.6934899999699,4095.2,1749.27
1487.1,1894.89633999997,4095.2,1705.7
1487.1,1895.07228999997,4095.2,1673.3
1487.1,1895.19422999997,4095.2,1651.14
1487.1,1895.25878999997,4095.2,1613.5
1487.1,1895.32391999997,4095.2,1575.4
1487.1,1895.33203999997,4095.2,1577.1
1487.1,1895.3174799999701,4095.2,1583.3
1487.1,1895.2205099999703,4095.2,1619.8
1487.1,1895.0454999999702,4095.2,1613.6
1487.1,1894.7795199999703,4095.2,1675.11
1487.1,1894.3974999999703,4095.2,1694.9
1487.1,1893.9524199999703,4095.2,1730.11
1487.1,1893.4554199999704,4095.2,1738.11
1486.2,1892.9359199999703,4095.2,1779.28
1486.2,1892.4197899999704,4095.2,1769.22
1486.2,1891.9948199999706,4095.2,1776.81
1486.2,1891.6049999999705,4095.2,1765.22
1486.2,1891.3019599999707,4095.2,1718.15
1486.2,1891.0811499999706,4095.2,1689.9
1486.2,1890.9790999999707,4095.2,1657.5
1486.2,1890.8931099999709,4095.2,1582.5
1486.2,1890.8801099999707,4095.2,1568.3
1486.2,1890.8802499999706,4095.2,1553.2
1486.2,1890.9630099999706,4095.2,1534.1
1486.2,1891.0580799999707,4095.2,1527.4
1486.2,1891.0721899999708,4095.2,1515.1
1486.2,1891.0538699999709,4095.2,1557.4
1486.2,1890.932799999971,4095.2,1591.4
1486.2,1890.783929999971,4095.2,1615.9
1486.2,1890.554239999971,4095.2,1647.7
1486.2,1890.216539999971,4095.2,1690.7
1486.2,1889.886639999971,4095.2,1693.7
1486.2,1889.5097399999709,4095.2,1731.26
1486.2,1889.134139999971,4095.2,1734.15
1486.2,1888.7620699999711,4095.2,1739.25
1486.2,1888.4728299999713,4095.2,1723.21
1486.2,1888.2510499999712,4095.2,1712.60
1486.2,1888.086479999971,4095.2,1684.4
1486.2,1887.9836799999712,4095.2,1634.3
1486.2,1887.9250699999711,4095.2,1610.12
1486.2,1887.9033199999712,4095.2,1565.3
1486.2,1887.978039999971,4095.2,1535.32
1486.2,1888.0500299999712,4095.2,1526.2
1486.2,1888.1049999999711,4095.2,1519.2
1486.2,1888.0719299999712,4095.2,1516.1
1486.2,1888.0289299999713,4095.2,1509.2
1486.2,1887.9100499999713,4095.2,1520.8
1486.2,1887.7759899999717,4095.2,1574.3
1486.2,1887.5397899999716,4095.2,1600.17
1486.2,1887.2488299999716,4095.2,1649.7
1486.2,1886.8799099999717,4095.2,1680.31
1486.2,1886.5110099999717,4095.2,1703.10
1486.2,1886.142949999972,4095.2,1712.61
1486.2,1885.784919999972,4095.2,1729.16
1486.2,1885.452979999972,4095.2,1745.20
1486.2,1885.1744899999721,4095.2,1735.23
1486.2,1884.9358099999722,4095.2,1680.32
1486.2,1884.798509999972,4095.2,1665.6
1486.2,1884.703459999972,4095.2,1643.6
1486.2,1884.6600499999718,4095.2,1589.3
1486.2,1884.6749499999721,4095.2,1563.3
1486.2,1884.7240999999722,4095.2,1533.1
1486.2,1884.7746799999722,4095.2,1535.33
1486.2,1884.8347499999722,4095.2,1530.1
1486.2,1884.8428499999725,4095.2,1508
1486.2,1884.7647899999724,4095.2,1535.34
1486.2,1884.6312299999722,4095.2,1535.35
1486.2,1884.4477199999724,4095.2,1562.3
1486.2,1884.2058799999725,4095.2,1613.7
1486.2,1883.9131599999723,4095.2,1663.7
1486.2,1883.5398599999721,4095.2,1714.15
1486.2,1883.1890599999724,4095.2,1744.63
1486.2,1882.8286699999724,4095.2,1752.2
1486.2,1882.4537299999724,4095.2,1792.40
1486.2,1882.0878199999727,4095.2,1793.26
1486.2,1881.7848099999726,4095.2,1782.29
1486.2,1881.5720899999724,4095.2,1779.29
1486.2,1881.4008099999724,4095.2,1767.25
1486.2,1881.3024399999724,4095.2,1745.21
1486.2,1881.2284299999724,4095.2,1730.12
1486.2,1881.2540099999724,4095.2,1696.5
1486.2,1881.2717699999723,4095.2,1665.7
1486.2,1881.3265099999724,4095.2,1670.8
1486.2,1881.3741299999722,4095.2,1680.33
1486.2,1881.393279999972,4095.2,1670.9
1486.2,1881.3933199999722,4095.2,1683.14
1486.2,1881.2855199999722,4095.2,1689.10
1486.2,1881.1404199999722,4095.2,1748.7
1486.2,1880.9384699999723,4095.2,1762.29
1486.2,1880.6450399999721,4095.2,1826.18
1486.2,1880.3523499999721,4095.2,1854.16
1486.2,1879.996379999972,4095.2,1904.49
1486.2,1879.6152999999724,4095.2,1874.22
1486.2,1879.2804299999725,4095.2,1903.27
1486.2,1878.9597099999723,4095.2,1921.17
1486.2,1878.7099599999722,4095.2,1929.14
1486.2,1878.5218199999722,4095.2,1915.24
1486.2,1878.3808199999721,4095.2,1862.26
1486.2,1878.357789999972,4095.2,1842.20
1486.2,1878.370649999972,4095.2,1821.19
1486.2,1878.4267899999722,4095.2,1775.29
1486.2,1878.5388199999722,4095.2,1747.16
1486.2,1878.6911599999721,4095.2,1734.16
1486.2,1878.8123999999723,4095.2,1712.62
1486.2,1878.8997299999724,4095.2,1738.12
1486.2,1878.932349999972,4095.2,1804.13
1486.2,1878.887359999972,4095.2,1856.37
1486.2,1878.823729999972,4095.2,1903.28
1486.2,1878.6901299999722,4095.2,1963.26
1486.2,1878.5093099999722,4095.2,1957.17
1486.2,1878.3180999999722,4095.2,1999.20
1486.2,1878.0969299999722,4095.2,1993.5
1486.2,1877.8788899999722,4095.2,1994.13
1486.2,1877.6988999999721,4095.2,1968.51
1486.2,1877.5099099999723,4095.2,1951.27
1486.2,1877.3769099999722,4095.2,1923.18
1486.2,1877.2398999999723,4095.2,1872.65
1486.2,1877.1882499999722,4095.2,1840.69
1486.2,1877.1348899999725,4095.2,1825.32
1486.2,1877.0690199999726,4095.2,1795.24
1486.2,1876.9404999999724,4095.2,1809.32
1486.2,1876.7415799999724,4095.2,1821.20
1486.2,1876.5226899999725,4095.2,1826.19
1486.2,1876.1434199999724,4095.2,1853.22
1486.2,1875.6820199999725,4095.2,1872.66
1486.2,1875.0954199999724,4095.2,1937.26
1486.2,1874.4033199999724,4095.2,1969.18
1486.2,1873.6184399999725,4095.2,1975.28
1486.2,1872.6864399999724,4095.2,2005.9
1486.2,1871.6649399999724,4095.2,2067.1
1486.2,1870.5125399999727,4095.2,2045.4
1486.2,1869.2090399999727,4095.2,2037.3
1486.2,1867.8295799999726,4095.2,2047.8
1486.2,1866.3571299999726,4095.2,1996.4
1486.2,1864.8343699999728,4095.2,1945.13
1486.2,1863.2385299999726,4095.2,1936.65
1486.2,1861.4717999999725,4095.2,1904.50
1486.2,1859.6359899999725,4095.2,1863.26
1486.2,1857.7171599999724,4095.2,1829.23
1486.2,1855.6673499999724,4095.2,1823.29
1486.2,1853.5746699999725,4095.2,1810.27
1486.2,1851.4528499999724,4095.2,1791.44
1486.2,1849.3205499999724,4095.2,1807.26
1486.2,1847.1794499999723,4095.2,1821.21
1486.2,1845.2084699999723,4095.2,1860.10
1486.2,1843.3482699999722,4095.2,1907.19
1486.2,1841.6329699999724,4095.2,1939.30
1486.2,1840.0583699999722,4095.2,1980.10
1486.2,1838.6365699999722,4095.2,1999.21
1486.2,1837.463769999972,4095.2,2028
1486.2,1836.486569999972,4095.2,2010.10
1486.2,1835.748469999972,4095.2,2018.7
1486.2,1835.192269999972,4095.2,2043.5
1486.2,1834.8211899999721,4095.2,2022.7
1486.2,1834.6148099999723,4095.2,1978.13
1486.2,1834.5348399999723,4095.2,1968.52
1486.2,1834.5849699999724,4095.2,1910.22
1486.2,1834.6800699999721,4095.2,1892.11
1486.2,1834.8335799999722,4095.2,1835.31
1486.2,1835.0104299999723,4095.2,1826.20
1486.2,1835.1495299999722,4095.2,1812.21
1486.2,1835.255049999972,4095.2,1818.21
1486.2,1835.2803499999723,4095.2,1826.21
1486.2,1835.2261499999722,4095.2,1834.16
1486.2,1835.142479999972,4095.2,1852.9
1486.2,1834.9533699999722,4095.2,1881.22
1486.2,1834.7293399999721,4095.2,1905.24
1486.2,1834.4732099999724,4095.2,1973.23
1486.2,1834.1503999999723,4095.2,1963.27
1486.2,1833.8393799999722,4095.2,2019.11
1486.2,1833.5674199999721,4095.2,2016.7
1486.2,1833.3507999999724,4095.2,2018.8
1486.2,1833.1804999999724,4095.2,2016.8
1486.2,1833.0555799999727,4095.2,1998.19
1486.2,1832.9695699999727,4095.2,1970.31
1486.2,1832.9362699999729,4095.2,1950.19
1486.2,1832.9607899999728,4095.2,1909.16
1486.2,1832.9957099999726,4095.2,1859.28
1486.2,1833.0261399999727,4095.2,1841.25
1486.2,1833.0727399999726,4095.2,1835.32
1486.2,1833.0893199999723,4095.2,1840.70
1486.2,1833.0258599999725,4095.2,1798.25
1486.2,1832.8858299999727,4095.2,1828.13
1486.2,1832.6867799999725,4095.2,1855.24
1486.2,1832.3971599999727,4095.2,1879.29
1486.2,1832.0539999999728,4095.2,1934.14
1486.2,1831.6551799999727,4095.2,1947.32
1460.0,1831.2119599999728,4095.2,1985.21
1460.0,1830.7374499999728,4095.2,2006.5
1460.0,1830.2955399999726,4095.2,2043.6
1460.0,1829.9205299999726,4095.2,2062.2
1460.0,1829.5845799999727,4095.2,2021.7
1460.0,1829.2980799999725,4095.2,2034.7
1460.0,1829.1320099999725,4095.2,2019.12
1460.0,1828.9910599999725,4095.2,1975.29
1460.0,1828.9100899999723,4095.2,1974.24
1460.0,1828.9103899999725,4095.2,1899.28
1460.0,1828.9503899999725,4095.2,1865.21
1460.0,1828.9809499999724,4095.2,1824.10
1460.0,1828.9969299999725,4095.2,1798.26
1460.0,1828.9811299999724,4095.2,1787.35
1460.0,1828.9323299999724,4095.2,1810.28
1460.0,1828.8320999999723,4095.2,1807.27
1460.0,1828.6022299999725,4095.2,1840.71
1460.0,1828.3462899999727,4095.2,1872.67
1460.0,1828.0311099999726,4095.2,1905.25
1460.0,1827.6909999999725,4095.2,1971.17
1460.0,1827.3276499999727,4095.2,2002.8
1460.0,1826.9658299999728,4095.2,2047.9
1460.0,1826.651779999973,4095.2,2000.41
1460.0,1826.4294099999731,4095.2,1993.6
1460.0,1826.291829999973,4095.2,1987.18
1460.0,1826.272829999973,4095.2,1989.16
1460.0,1826.280859999973,4095.2,1919.30
1460.0,1826.3546999999733,4095.2,1915.25
1460.0,1826.5115299999732,4095.2,1856.38
1460.0,1826.616589999973,4095.2,1818.22
1460.0,1826.736729999973,4095.2,1822.20
1460.0,1826.8184699999729,4095.2,1779.30
1460.0,1826.865469999973,4095.2,1808.94
1460.0,1826.815649999973,4095.2,1808.95
1460.0,1826.652729999973,4095.2,1806.28
1460.0,1826.4774399999728,4095.2,1820.15
1460.0,1826.2003999999731,4095.2,1882.10
1460.0,1825.9604499999732,4095.2,1931.26
1460.0,1825.646479999973,4095.2,1959.17
1460.0,1825.428239999973,4095.2,1950.20
1460.0,1825.2641999999732,4095.2,1990.13
1460.0,1825.136929999973,4095.2,2016.9
1460.0,1825.0559999999732,4095.2,2002.9
1460.0,1825.0850699999733,4095.2,2000.42
1460.0,1825.1689499999732,4095.2,1949.19
1460.0,1825.2619399999733,4095.2,1925.16
1460.0,1825.4538999999731,4095.2,1881.23
1460.0,1825.594989999973,4095.2,1851.29
1460.0,1825.782309999973,4095.2,1827.21
1460.0,1825.988609999973,4095.2,1780.15
1460.0,1826.1258199999731,4095.2,1773.20
1460.0,1826.245469999973,4095.2,1744.64
1460.0,1826.2876899999733,4095.2,1777.31
1460.0,1826.2798899999734,4095.2,1765.23
1460.0,1826.2348699999734,4095.2,1790.30
1460.0,1826.1088599999732,4095.2,1798.27
1460.0,1825.9538199999733,4095.2,1827.22
1460.0,1825.8008199999733,4095.2,1900.8
1460.0,1825.6247999999732,4095.2,1904.51
1460.0,1825.4538399999733,4095.2,1948.9
1460.0,1825.3417999999733,4095.2,1945.14
1460.0,1825.2544699999733,4095.2,1980.11
1460.0,1825.2854499999733,4095.2,1990.14
1460.0,1825.3559799999732,4095.2,1957.18
1460.0,1825.4917799999732,4095.2,1957.19
1460.0,1825.7279299999734,4095.2,1926.18
1460.0,1825.9841499999736,4095.2,1888.18
1460.0,1826.2831799999735,4095.2,1854.17
1460.0,1826.5692799999736,4095.2,1852.10
1460.0,1826.8255899999735,4095.2,1798.28
1460.0,1827.0716699999734,4095.2,1808.96
1460.0,1827.2837399999732,4095.2,1766.24
1460.0,1827.4397299999732,4095.2,1766.25
1460.0,1827.5398199999734,4095.2,1790.31
1460.0,1827.5627599999732,4095.2,1820.16
1460.0,1827.5155499999732,4095.2,1850.19
1460.0,1827.4606799999733,4095.2,1895.20
1460.0,1827.3956999999734,4095.2,1894.19
1460.0,1827.3037799999736,4095.2,1963.28
1460.0,1827.2509299999736,4095.2,1957.20
1460.0,1827.2149999999738,4095.2,2001.12
1460.0,1827.2296499999736,4095.2,2010.11
1460.0,1827.3087999999734,4095.2,2021.8
1460.0,1827.4732699999736,4095.2,2007.11
1460.0,1827.7233599999734,4095.2,1980.12
1460.0,1828.0000799999732,4095.2,1930.13
1460.0,1828.3434899999734,4095.2,1907.20
1460.0,1828.7149899999733,4095.2,1869.22
1460.0,1829.0999599999736,4095.2,1857.24
1460.0,1829.3827199999737,4095.2,1807.28
1460.0,1829.6724199999737,4095.2,1798.29
1460.0,1829.8659799999734,4095.2,1768.9
1460.0,1830.0230399999732,4095.2,1795.25
1460.0,1830.1000299999732,4095.2,1790.32
1460.0,1830.1480399999732,4095.2,1819.30
1460.0,1830.1507099999735,4095.2,1875.22
1460.0,1830.0793099999732,4095.2,1906.18
1460.0,1830.0470099999734,4095.2,1934.15
1460.0,1830.0210599999734,4095.2,1973.24
1460.0,1830.0211199999735,4095.2,2000.43
1460.0,1830.0741999999736,4095.2,2035.6
1460.0,1830.1931399999735,4095.2,2032.20
1460.0,1830.3771199999737,4095.2,2025.6
1460.0,1830.6216099999738,4095.2,2047.10
1460.0,1830.9366799999739,4095.2,2027.7
1460.0,1831.308299999974,4095.2,1973.25
1460.0,1831.680799999974,4095.2,1933.21
1460.0,1832.088899999974,4095.2,1897.14
1460.0,1832.443499999974,4095.2,1881.24
1460.0,1832.829049999974,4095.2,1823.30
1460.0,1833.1720099999739,4095.2,1810.29
1460.0,1833.419009999974,4095.2,1792.41
1460.0,1833.636949999974,4095.2,1820.17
1460.0,1833.762049999974,4095.2,1803.32
1460.0,1833.8423999999738,4095.2,1840.72
1460.0,1833.874509999974,4095.2,1871.30
1460.0,1833.911609999974,4095.2,1887.21
1460.0,1833.919699999974,4095.2,1936.66
1460.0,1833.905719999974,4095.2,1967.26
1460.0,1833.945649999974,4095.2,2017.8
1460.0,1834.1116499999741,4095.2,2026.10
1460.0,1834.3653199999742,4095.2,2054.4
1460.0,1834.6503299999742,4095.2,2031.9
1460.0,1834.9887399999743,4095.2,1982.10
1460.0,1835.3911399999743,4095.2,1960.1
1460.0,1835.8211399999743,4095.2,1911.14
1460.0,1836.2619399999744,4095.2,1866.21
1460.0,1836.6845599999745,4095.2,1866.22
1460.0,1837.0635499999744,4095.2,1809.33
1460.0,1837.3788299999744,4095.2,1826.22
1460.0,1837.6106699999746,4095.2,1810.30
1460.0,1837.7474199999745,4095.2,1815.31
1460.0,1837.8341399999745,4095.2,1842.21
1460.0,1837.8687199999747,4095.2,1872.68
1460.0,1837.8951399999746,4095.2,1911.15
1460.0,1837.9097099999747,4095.2,1951.28
1460.0,1837.9227699999747,4095.2,2012.1
1460.0,1837.9997799999746,4095.2,2014.7
1460.0,1838.1034299999749,4095.2,2026.11
1460.0,1838.2778999999748,4095.2,2075
1460.0,1838.5144999999745,4095.2,2013.6
1460.0,1838.8105099999743,4095.2,2027.8
1460.0,1839.1718699999744,4095.2,1991.19
1460.0,1839.6322699999744,4095.2,1967.27
1460.0,1840.1237499999743,4095.2,1923.19
1460.0,1840.6257199999743,4095.2,1904.52
1460.0,1841.1138699999742,4095.2,1863.27
1460.0,1841.5658699999742,4095.2,1840.73
1460.0,1841.9368399999742,4095.2,1808.97
1460.0,1842.264969999974,4095.2,1793.27
1460.0,1842.554009999974,4095.2,1789.36
1460.0,1842.766889999974,4095.2,1781.31
1460.0,1842.924829999974,4095.2,1821.22
1460.0,1843.040279999974,4095.2,1825.33
1460.0,1843.1299299999741,4095.2,1846.23
1460.0,1843.1919599999742,4095.2,1876.16
1460.0,1843.2920699999743,4095.2,1934.16
1460.0,1843.4475199999745,4095.2,1965.19
1460.0,1843.6110199999744,4095.2,1961.10
1460.0,1843.8620699999744,4095.2,1975.30
1460.0,1844.2108899999746,4095.2,1992.2
1460.0,1844.5727899999745,4095.2,1984.30
1460.0,1844.9948199999744,4095.2,1953.20
1460.0,1845.4821799999745,4095.2,1919.31
1460.0,1846.0200799999748,4095.2,1909.17
1460.0,1846.5910799999747,4095.2,1864.5
1460.0,1847.1222799999746,4095.2,1848.1
1460.0,1847.6314799999745,4095.2,1825.34
1460.0,1848.0794099999746,4095.2,1795.26
1460.0,1848.4683299999745,4095.2,1792.42
1460.0,1848.7853199999745,4095.2,1747.17
1460.0,1849.0248599999745,4095.2,1776.82
1460.0,1849.2158799999745,4095.2,1779.31
1460.0,1849.3620399999747,4095.2,1843.21
1460.0,1849.4759399999746,4095.2,1840.74
1460.0,1849.5620799999747,4095.2,1881.25
1460.0,1849.6535099999749,4095.2,1923.20
1460.0,1849.790899999975,4095.2,1936.67
1460.0,1849.9294399999749,4095.2,1968.53
1460.0,1850.1294699999746,4095.2,1975.31
1460.0,1850.4198099999744,4095.2,1995.17
1460.0,1850.7717599999744,4095.2,1981.11
1460.0,1851.1903699999743,4095.2,1968.54
1460.0,1851.6698699999743,4095.2,1946.25
1460.0,1852.1378299999742,4095.2,1894.20
1460.0,1852.641929999974,4095.2,1889.16
1460.0,1853.0999199999742,4095.2,1845.25
1460.0,1853.531889999974,4095.2,1797.24
1460.0,1853.891619999974,4095.2,1773.21
1460.0,1854.216029999974,4095.2,1787.36
1460.0,1854.4728499999737,4095.2,1745.22
1460.0,1854.6586899999738,4095.2,1783.38
1460.0,1854.7576499999739,4095.2,1799.29
1460.0,1854.8116899999739,4095.2,1833.17
1460.0,1854.827839999974,4095.2,1858.31
1460.0,1854.799889999974,4095.2,1867.21
1460.0,1854.813859999974,4095.2,1934.17
1460.0,1854.8297999999743,4095.2,1927.23
1460.0,1854.919609999974,4095.2,1970.32
1460.0,1855.072619999974,4095.2,1962.14
1460.0,1855.2657199999742,4095.2,1987.19
1460.0,1855.520859999974,4095.2,1995.18
1460.0,1855.827939999974,4095.2,1938.20
1460.0,1856.1490399999739,4095.2,1917.28
1460.0,1856.500599999974,4095.2,1904.53
1460.0,1856.8529999999741,4095.2,1854.18
1460.0,1857.209489999974,4095.2,1811.27
1460.0,1857.5395199999741,4095.2,1824.11
1460.0,1857.8069899999741,4095.2,1776.83
1460.0,1858.0047799999743,4095.2,1761.21
1460.0,1858.1477699999741,4095.2,1779.32
1460.0,1858.2332799999742,4095.2,1785.17
1460.0,1858.2292999999743,4095.2,1799.30
1460.0,1858.2150799999743,4095.2,1855.25
1460.0,1858.1401399999743,4095.2,1891.18
1460.0,1858.0391099999742,4095.2,1939.31
1460.0,1857.9801299999742,4095.2,1945.15
1460.0,1857.9750099999742,4095.2,1978.14
1460.0,1858.0019299999744,4095.2,1985.22
1460.0,1858.0938899999742,4095.2,1961.11
1460.0,1858.2654799999743,4095.2,1933.22
1460.0,1858.5213899999744,4095.2,1904.54
1460.0,1858.8372899999747,4095.2,1858.32
1460.0,1859.1503399999747,4095.2,1851.30
1460.0,1859.4323599999748,4095.2,1815.32
1460.0,1859.6983599999746,4095.2,1802.20
1460.0,1859.8944299999748,4095.2,1773.22
1460.0,1859.979949999975,4095.2,1780.16
1460.0,1860.008949999975,4095.2,1776.84
1460.0,1859.9349799999748,4095.2,1811.28
1460.0,1859.830069999975,4095.2,1829.24
1460.0,1859.6972499999752,4095.2,1857.25
1460.0,1859.580299999975,4095.2,1889.17
1460.0,1859.4270699999752,4095.2,1920.29
1460.0,1859.3480799999752,4095.2,1943.24
1460.0,1859.323019999975,4095.2,1962.15
1460.0,1859.3383399999752,4095.2,1973.26
1460.0,1859.4473799999753,4095.2,1999.22
1460.0,1859.6374399999752,4095.2,1969.19
1460.0,1859.8823899999754,4095.2,1946.26
